"Ref";"id_10WEB.io";"PD#PN";"Post_Number_Calc";"Post_Number_plus_Fin-dex";"Post_Number_v1.0";"Fix";"Calc1";"Calc2";"Calc3";"Post_list!";"Main_Section?";"Surprise!";"Post?";"Tier?";"Fin-dex";"New_Ref";"TransMission";"Post_Name_English";"MS_Code_Number";"Main_Section_Title_for_Categorisation";"Nome_do_Post_Brasileirinho";"Temp_Notes";"Repetead?";"Rp_in";"Rp_out";"Where_the_Post_has_been_found?";"MainSection_Code";"Temp";"Server_Post_Path-2nd_Strip";"Server_Post_Path-1st_Strip";"Server_Post_Path-Complete_with_post_name";"Remarks";"URL"
32;;"ER.BB.002";"ER.BB.2";"32 - ER.BB.2";;;"ER";"BB";2;"FALSO";"FALSO";"FALSO";"VERDADEIRO";;32;32;"VERDADEIRO";"“Elephant in the Room” – Direct Translation of the Tipiṭaka";;;;"o";"VERDADEIRO";1;2;"02 - Buddha Dhamma";"ER";1;"Home » Elephants in the Room »";"Home » Elephants in the Room » Word-for-Word Translation of the Tipiṭaka »";"Home » Elephants in the Room » Word-for-Word Translation of the Tipiṭaka » “Elephant in the Room” – Direct Translation of the Tipiṭaka";;"https://puredhamma.net/elephants-in-the-room/word-for-word-translation-of-the-tipitaka/elephant-in-the-room-direct-translation-of-the-tipitaka/"
33;;"ER.BB.003";"ER.BB.3";"33 - ER.BB.3";;;"ER";"BB";3;"FALSO";"FALSO";"FALSO";"VERDADEIRO";;33;33;"VERDADEIRO";"Niddesa (Brief Description) of Paṭicca Samuppāda";;;;"o";"VERDADEIRO";1;2;"02 - Buddha Dhamma";"ER";1;"Home » Elephants in the Room »";"Home » Elephants in the Room » Word-for-Word Translation of the Tipiṭaka »";"Home » Elephants in the Room » Word-for-Word Translation of the Tipiṭaka » Niddesa (Brief Description) of Paṭicca Samuppāda";;"https://puredhamma.net/elephants-in-the-room/word-for-word-translation-of-the-tipitaka/niddesa-brief-description-of-paticca-samuppada/"
34;;"ER.CC.001";"ER.CC.1";"34 - ER.CC.1";;;"ER";"CC";1;"VERDADEIRO";"FALSO";"VERDADEIRO";"FALSO";;34;34;"VERDADEIRO";"Paṭicca Samuppāda During a Lifetime";;;;"o";"VERDADEIRO";1;3;"02 - Buddha Dhamma";"ER";1;"Home » Elephants in the Room »";"Home » Elephants in the Room » Word-for-Word Translation of the Tipiṭaka »";"Home » Elephants in the Room » Word-for-Word Translation of the Tipiṭaka » Paṭicca Samuppāda During a Lifetime";"This is a Surprise in a Surprise, in a Surprise with lots of sub-posts, also found in another main sections (PS and ER) - so i’m removing all the posts from BD, and will leave only the Post List as a reference 🤓";"https://puredhamma.net/elephants-in-the-room/word-for-word-translation-of-the-tipitaka/paticca-samuppada-during-a-lifetime/"
35;;"BD.FF.001";"BD.FF.1";"35 - BD.FF.1";;;"BD";"FF";1;"VERDADEIRO";"FALSO";"VERDADEIRO";"FALSO";1;35;35;"VERDADEIRO";"Antarābhava and Gandhabba";;;;"o";"FALSO";;;"02 - Buddha Dhamma";"BD";1;"Home » Buddha Dhamma »";"Home » Buddha Dhamma » Buddha Dhamma – A Scientific Approach » Antarābhava and Gandhabba";"Home » Buddha Dhamma » Buddha Dhamma – A Scientific Approach » Antarābhava and Gandhabba";;"https://puredhamma.net/dhamma/buddha-dhamma-a-scientific-approach/antarabhava-and-gandhabba/"
36;;"BD.FF.002";"BD.FF.2";"36 - BD.FF.2";;;"BD";"FF";2;"FALSO";"FALSO";"FALSO";"VERDADEIRO";2;36;36;"VERDADEIRO";"Antarābhava – No Connection to Gandhabba";;;;"o";"FALSO";;;"02 - Buddha Dhamma";"BD";1;"Home » Buddha Dhamma »";"Home » Buddha Dhamma » Buddha Dhamma – A Scientific Approach » Antarābhava and Gandhabba »";"Home » Buddha Dhamma » Buddha Dhamma – A Scientific Approach » Antarābhava and Gandhabba » Antarābhava – No Connection to Gandhabba";;"https://puredhamma.net/dhamma/buddha-dhamma-a-scientific-approach/antarabhava-and-gandhabba/antarabhava-no-connection-to-gandhabba/"
37;;"BD.FF.003";"BD.FF.3";"37 - BD.FF.3";;;"BD";"FF";3;"FALSO";"FALSO";"FALSO";"VERDADEIRO";2;37;37;"VERDADEIRO";"Antarābhava Discussion in Kathāvatthu – Not Relevant to Gandhabba";;;;"o";"FALSO";;;"02 - Buddha Dhamma";"BD";1;"Home » Buddha Dhamma »";"Home » Buddha Dhamma » Buddha Dhamma – A Scientific Approach » Antarābhava and Gandhabba »";"Home » Buddha Dhamma » Buddha Dhamma – A Scientific Approach » Antarābhava and Gandhabba » Antarābhava Discussion in Kathāvatthu – Not Relevant to Gandhabba";;"https://puredhamma.net/dhamma/buddha-dhamma-a-scientific-approach/antarabhava-and-gandhabba/antarabhava-discussion-in-kathavatthu/"
38;;"BD.FF.004";"BD.FF.4";"38 - BD.FF.4";;;"BD";"FF";4;"FALSO";"FALSO";"FALSO";"VERDADEIRO";2;38;38;"VERDADEIRO";"Interpretation of the Tipiṭaka – Gandhabba Example";;;;"o";"FALSO";;;"02 - Buddha Dhamma";"BD";1;"Home » Buddha Dhamma »";"Home » Buddha Dhamma » Buddha Dhamma – A Scientific Approach » Antarābhava and Gandhabba »";"Home » Buddha Dhamma » Buddha Dhamma – A Scientific Approach » Antarābhava and Gandhabba » Interpretation of the Tipiṭaka – Gandhabba Example";;"https://puredhamma.net/dhamma/buddha-dhamma-a-scientific-approach/antarabhava-and-gandhabba/interpretation-of-the-tipitaka-gandhabba-example/"
39;;"BD.GG.001";"BD.GG.1";"39 - BD.GG.1";;;"BD";"GG";1;"VERDADEIRO";"FALSO";"FALSO";"FALSO";0;39;39;"VERDADEIRO";"Buddhahood Associated Controversies";;;;"o";"VERDADEIRO";;;"02 - Buddha Dhamma";"BD";1;"Home » Buddha Dhamma »";"Home » Buddha Dhamma » Buddhahood Associated Controversies";"Home » Buddha Dhamma » Buddhahood Associated Controversies";;"https://puredhamma.net/dhamma/buddhahood-associated-controversies/"
40;;"BD.GG.002";"BD.GG.2";"40 - BD.GG.2";;;"BD";"GG";2;"FALSO";"FALSO";"FALSO";"VERDADEIRO";0;40;40;"VERDADEIRO";"Buddhahood Controversies – Introduction";;;;"o";"VERDADEIRO";1;2;"02 - Buddha Dhamma";"BD";1;"Home » Buddha Dhamma »";"Home » Buddha Dhamma » Buddhahood Associated Controversies »";"Home » Buddha Dhamma » Buddhahood Associated Controversies » Buddhahood Controversies – Introduction";;"https://puredhamma.net/dhamma/buddhahood-associated-controversies/buddhahood-controversies-introduction/"
41;;"BD.GG.003";"BD.GG.3";"41 - BD.GG.3";;;"BD";"GG";3;"FALSO";"FALSO";"FALSO";"VERDADEIRO";0;41;41;"VERDADEIRO";"Pāṭihāriya (Supernormal Abilities) of a Buddha – Part I";;;;"o";"VERDADEIRO";1;2;"02 - Buddha Dhamma";"BD";1;"Home » Buddha Dhamma »";"Home » Buddha Dhamma » Buddhahood Associated Controversies »";"Home » Buddha Dhamma » Buddhahood Associated Controversies » Pāṭihāriya (Supernormal Abilities) of a Buddha – Part I";;"https://puredhamma.net/dhamma/buddhahood-associated-controversies/patihariya-supernormal-abilities-of-a-buddha/"
42;;"BD.GG.004";"BD.GG.4";"42 - BD.GG.4";;;"BD";"GG";4;"FALSO";"FALSO";"FALSO";"VERDADEIRO";0;42;42;"VERDADEIRO";"Pāṭihāriya (Supernormal Abilities) of a Buddha – Part II";;;;"o";"VERDADEIRO";1;2;"02 - Buddha Dhamma";"BD";1;"Home » Buddha Dhamma »";"Home » Buddha Dhamma » Buddhahood Associated Controversies »";"Home » Buddha Dhamma » Buddhahood Associated Controversies » Pāṭihāriya (Supernormal Abilities) of a Buddha – Part II";;"https://puredhamma.net/dhamma/buddhahood-associated-controversies/patihariya-iddhi-of-buddha/"
43;;"BD.AA.002";"BD.AA.2";"43 - BD.AA.2";;;"BD";"AA";2;"FALSO";"FALSO";"FALSO";"VERDADEIRO";0;43;43;"VERDADEIRO";"What is Buddha Dhamma?";;;;"o";"FALSO";;;"02 - Buddha Dhamma";"BD";1;"Home » Buddha Dhamma »";"Home » Buddha Dhamma » What is Buddha Dhamma?";"Home » Buddha Dhamma » What is Buddha Dhamma?";;"https://puredhamma.net/dhamma/what-is-buddha-dhamma/"
44;;"BD.AA.003";"BD.AA.3";"44 - BD.AA.3";;;"BD";"AA";3;"FALSO";"FALSO";"FALSO";"VERDADEIRO";0;44;44;"VERDADEIRO";"Foundation of Dhamma";;;;"o";"FALSO";;;"02 - Buddha Dhamma";"BD";1;"Home » Buddha Dhamma »";"Home » Buddha Dhamma »";"Home » Buddha Dhamma » Foundation of Dhamma";;"https://puredhamma.net/dhamma/foundation-of-dhamma/"
45;;"BD.AA.004";"BD.AA.4";"45 - BD.AA.4";;;"BD";"AA";4;"FALSO";"FALSO";"FALSO";"VERDADEIRO";0;45;45;"VERDADEIRO";"The Importance of Purifying the Mind";;;;"o";"FALSO";;;"02 - Buddha Dhamma";"BD";1;"Home » Buddha Dhamma »";"Home » Buddha Dhamma »";"Home » Buddha Dhamma » The Importance of Purifying the Mind";;"https://puredhamma.net/dhamma/the-importance-of-purifying-the-mind-2/"
46;;"BD.HH.001";"BD.HH.1";"46 - BD.HH.1";;;"BD";"HH";1;"VERDADEIRO";"FALSO";"FALSO";"FALSO";0;46;46;"VERDADEIRO";"The Grand Unified Theory of Dhamma";;;;"o";"FALSO";;;"02 - Buddha Dhamma";"BD";1;"Home » Buddha Dhamma »";"Home » Buddha Dhamma » The Grand Unified Theory of Dhamma";"Home » Buddha Dhamma » The Grand Unified Theory of Dhamma";;"https://puredhamma.net/dhamma/the-grand-unified-theory-of-dhamma/"
47;;"BD.HH.002";"BD.HH.2";"47 - BD.HH.2";;;"BD";"HH";2;"FALSO";"FALSO";"FALSO";"VERDADEIRO";0;47;47;"VERDADEIRO";"The Grand Unified Theory of Dhammā – Introduction";;;;"o";"FALSO";;;"02 - Buddha Dhamma";"BD";1;"Home » Buddha Dhamma »";"Home » Buddha Dhamma » The Grand Unified Theory of Dhamma »";"Home » Buddha Dhamma » The Grand Unified Theory of Dhamma » The Grand Unified Theory of Dhammā – Introduction";;"https://puredhamma.net/dhamma/the-grand-unified-theory-of-dhamma/grand-unified-theory-of-dhamma/"
48;;"BD.HH.003";"BD.HH.3";"48 - BD.HH.3";;;"BD";"HH";3;"FALSO";"FALSO";"FALSO";"VERDADEIRO";0;48;48;"VERDADEIRO";"Our Two Worlds: Material and Immaterial";;;;"o";"FALSO";;;"02 - Buddha Dhamma";"BD";1;"Home » Buddha Dhamma »";"Home » Buddha Dhamma »";"Home » Buddha Dhamma » Our Two Worlds: Material and Immaterial";;"https://puredhamma.net/dhamma/our-two-worlds-material-immaterial/"
49;;"BD.HH.004";"BD.HH.4";"49 - BD.HH.4";;;"BD";"HH";4;"FALSO";"FALSO";"FALSO";"VERDADEIRO";0;49;49;"VERDADEIRO";"31 Realms Associated with the Earth";;;;"o";"FALSO";;;"02 - Buddha Dhamma";"BD";1;"Home » Buddha Dhamma »";"Home » Buddha Dhamma »";"Home » Buddha Dhamma » 31 Realms Associated with the Earth";;"https://puredhamma.net/dhamma/31-realms-associated-with-the-earth/"
50;;"BD.HH.005";"BD.HH.5";"50 - BD.HH.5";;;"BD";"HH";5;"FALSO";"FALSO";"FALSO";"VERDADEIRO";0;50;50;"VERDADEIRO";"Gandhabba – Only in Human and Animal Realms";;;;"o";"FALSO";;;"02 - Buddha Dhamma";"BD";1;"Home » Buddha Dhamma »";"Home » Buddha Dhamma » The Grand Unified Theory of Dhamma »";"Home » Buddha Dhamma » The Grand Unified Theory of Dhamma » Gandhabba – Only in Human and Animal Realms";;"https://puredhamma.net/dhamma/the-grand-unified-theory-of-dhamma/gandhabba-only-in-human-and-animal-realms/"
51;;"AB.EE.002";"AB.EE.2";"51 - AB.EE.2";;;"AB";"EE";2;"FALSO";"FALSO";"FALSO";"VERDADEIRO";0;51;51;"VERDADEIRO";"Body Types in 31 Realms – Importance of Manomaya Kaya";;;;"o";"VERDADEIRO";;;"02 - Buddha Dhamma";"AB";1;"Home » Abhidhamma »";"Home » Abhidhamma » Role of the Brain in Human Consciousness »";"Home » Abhidhamma » Role of the Brain in Human Consciousness » Body Types in 31 Realms – Importance of Manomaya Kaya";;"https://puredhamma.net/abhidhamma/role-of-the-brain-in-human-consciousness/importance-of-manomaya-kaya/"
52;;"BD.HH.006";"BD.HH.6";"52 - BD.HH.6";;;"BD";"HH";6;"FALSO";"FALSO";"FALSO";"VERDADEIRO";0;52;52;"VERDADEIRO";"Gandhabba Sensing the World – With and Without a Physical Body";;;;"o";"FALSO";;;"02 - Buddha Dhamma";"BD";1;"Home » Buddha Dhamma »";"Home » Buddha Dhamma » The Grand Unified Theory of Dhamma »";"Home » Buddha Dhamma » The Grand Unified Theory of Dhamma » Gandhabba Sensing the World – With and Without a Physical Body";;"https://puredhamma.net/dhamma/the-grand-unified-theory-of-dhamma/gandhabba-sensing-the-world-with-and-without-a-physical-body/"
53;;"BD.HH.007";"BD.HH.7";"53 - BD.HH.7";;;"BD";"HH";7;"FALSO";"FALSO";"FALSO";"VERDADEIRO";0;53;53;"VERDADEIRO";"Nibbāna in the Big Picture";;;;"o";"FALSO";;;"02 - Buddha Dhamma";"BD";1;"Home » Buddha Dhamma »";"Home » Buddha Dhamma » The Grand Unified Theory of Dhamma »";"Home » Buddha Dhamma » The Grand Unified Theory of Dhamma » Nibbāna in the Big Picture";;"https://puredhamma.net/dhamma/the-grand-unified-theory-of-dhamma/nibbana-in-the-big-picture/"
54;;"BD.AA.005";"BD.AA.5";"54 - BD.AA.5";;;"BD";"AA";5;"FALSO";"FALSO";"FALSO";"VERDADEIRO";0;54;54;"VERDADEIRO";"Buddha Dhamma: Non-Perceivability and Self-Consistency";;;;"o";"FALSO";;;"02 - Buddha Dhamma";"BD";1;"Home » Buddha Dhamma »";"Home » Buddha Dhamma »";"Home » Buddha Dhamma » Buddha Dhamma: Non-Perceivability and Self-Consistency";;"https://puredhamma.net/dhamma/buddha-dhamma-non-perceivability-self-consistency/"
55;;"BD.AA.006";"BD.AA.6";"55 - BD.AA.6";;;"BD";"AA";6;"FALSO";"FALSO";"FALSO";"VERDADEIRO";0;55;55;"VERDADEIRO";"Samsāric Time Scale, Buddhist Cosmology, and the Big Bang Theory";;;;"o";"FALSO";;;"02 - Buddha Dhamma";"BD";1;"Home » Buddha Dhamma »";"Home » Buddha Dhamma »";"Home » Buddha Dhamma » Samsāric Time Scale, Buddhist Cosmology, and the Big Bang Theory";;"https://puredhamma.net/dhamma/samsaric-time-scale-buddhist-cosmology/"
56;;"BD.AA.007";"BD.AA.7";"56 - BD.AA.7";;;"BD";"AA";7;"FALSO";"FALSO";"FALSO";"VERDADEIRO";0;56;56;"VERDADEIRO";"Evidence for Rebirth";;;;"o";"VERDADEIRO";1;2;"02 - Buddha Dhamma";"BD";1;"Home » Buddha Dhamma »";"Home » Buddha Dhamma »";"Home » Buddha Dhamma » Evidence for Rebirth";;"https://puredhamma.net/dhamma/evidence-for-rebirth/"
57;;"BD.II.001";"BD.II.1";"57 - BD.II.1";;;"BD";"II";1;"VERDADEIRO";"FALSO";"FALSO";"FALSO";0;57;57;"VERDADEIRO";"Power of the Human Mind";;;;"o";"FALSO";;;"02 - Buddha Dhamma";"BD";1;"Home » Buddha Dhamma »";"Home » Buddha Dhamma »";"Home » Buddha Dhamma » Power of the Human Mind";;"https://puredhamma.net/dhamma/power-of-the-human-mind/"
58;;"BD.II.002";"BD.II.2";"58 - BD.II.2";;;"BD";"II";2;"FALSO";"FALSO";"FALSO";"VERDADEIRO";0;58;58;"VERDADEIRO";"Power of the Human Mind – Introduction";;;;"o";"FALSO";;;"02 - Buddha Dhamma";"BD";1;"Home » Buddha Dhamma »";"Home » Buddha Dhamma » What is Buddha Dhamma? »";"Home » Buddha Dhamma » What is Buddha Dhamma? » Power of the Human Mind – Introduction";;"https://puredhamma.net/dhamma/what-is-buddha-dhamma/power-of-the-human-mind/"
59;;"BD.II.003";"BD.II.3";"59 - BD.II.3";;;"BD";"II";3;"FALSO";"FALSO";"FALSO";"VERDADEIRO";0;59;59;"VERDADEIRO";"Difference Between Jhāna and Stages of Nibbāna";;;;"o";"FALSO";;;"02 - Buddha Dhamma";"BD";1;"Home » Buddha Dhamma »";"Home » Buddha Dhamma » Power of the Human Mind »";"Home » Buddha Dhamma » Power of the Human Mind » Difference Between Jhāna and Stages of Nibbāna";;"https://puredhamma.net/dhamma/power-of-the-human-mind/jhana-stages-of-nibbana/"
60;;"BD.II.004";"BD.II.4";"60 - BD.II.4";;;"BD";"II";4;"FALSO";"FALSO";"FALSO";"VERDADEIRO";0;60;60;"VERDADEIRO";"Power of the Human Mind – Anariya or Mundane Jhānas";;;;"o";"FALSO";;;"02 - Buddha Dhamma";"BD";1;"Home » Buddha Dhamma »";"Home » Buddha Dhamma » What is Buddha Dhamma? »";"Home » Buddha Dhamma » What is Buddha Dhamma? » Power of the Human Mind – Anariya or Mundane Jhānas";;"https://puredhamma.net/dhamma/what-is-buddha-dhamma/power-of-the-human-mind-the-anariya-or-mundane-jhanas/"
61;;"BD.II.005";"BD.II.5";"61 - BD.II.5";;;"BD";"II";5;"FALSO";"FALSO";"FALSO";"VERDADEIRO";0;61;61;"VERDADEIRO";"Power of the Human Mind – Ariya Jhānā";;;;"o";"FALSO";;;"02 - Buddha Dhamma";"BD";1;"Home » Buddha Dhamma »";"Home » Buddha Dhamma » What is Buddha Dhamma? »";"Home » Buddha Dhamma » What is Buddha Dhamma? » Power of the Human Mind – Ariya Jhānā";;"https://puredhamma.net/dhamma/what-is-buddha-dhamma/power-of-the-human-mind-ariya-jhanas/"
62;;"BD.II.006";"BD.II.6";"62 - BD.II.6";;;"BD";"II";6;"FALSO";"FALSO";"FALSO";"VERDADEIRO";0;62;62;"VERDADEIRO";"Are There Procedures for Attaining Magga Phala, Jhāna and Abhiññā?";;;;"o";"FALSO";;;"02 - Buddha Dhamma";"BD";1;"Home » Buddha Dhamma »";"Home » Buddha Dhamma » Power of the Human Mind »";"Home » Buddha Dhamma » Power of the Human Mind » Are There Procedures for Attaining Magga Phala, Jhāna and Abhiññā?";;"https://puredhamma.net/dhamma/power-of-the-human-mind/are-there-procedures-for-attaining-magga-phala-jhana-and-abhinna/"
63;;"BD.AA.008";"BD.AA.8";"63 - BD.AA.8";;;"BD";"AA";8;"FALSO";"FALSO";"FALSO";"VERDADEIRO";0;63;63;"VERDADEIRO";"Transfer of Merits (Pattidāna) – How Does it Happen?";;;;"o";"FALSO";;;"02 - Buddha Dhamma";"BD";1;"Home » Buddha Dhamma »";"Home » Buddha Dhamma »";"Home » Buddha Dhamma » Transfer of Merits (Pattidāna) – How Does it Happen?";;"https://puredhamma.net/dhamma/transfer-of-merits-pattidana-punnanumodana/"
64;;"BD.AA.009";"BD.AA.9";"64 - BD.AA.9";;;"BD";"AA";9;"FALSO";"FALSO";"FALSO";"VERDADEIRO";0;64;64;"VERDADEIRO";"First Noble Truth is Suffering? Myths about Suffering";;;;"o";"VERDADEIRO";1;2;"02 - Buddha Dhamma";"BD";1;"Home » Buddha Dhamma »";"Home » Buddha Dhamma »";"Home » Buddha Dhamma » First Noble Truth is Suffering? Myths about Suffering";;"https://puredhamma.net/dhamma/first-noble-truth-is-suffering-myths-about-suffering/"
65;;"BD.AA.010";"BD.AA.10";"65 - BD.AA.10";;;"BD";"AA";10;"FALSO";"FALSO";"FALSO";"VERDADEIRO";0;65;65;"VERDADEIRO";"Vinaya – The Nature Likes to be in Equilibrium";;;;"o";"FALSO";;;"02 - Buddha Dhamma";"BD";1;"Home » Buddha Dhamma »";"Home » Buddha Dhamma »";"Home » Buddha Dhamma » Vinaya – The Nature Likes to be in Equilibrium";;"https://puredhamma.net/dhamma/vinaya-the-nature-likes-to-be-in-equillibrium/"
66;;"KD.AA.000";"KD.AA.0";"66 - KD.AA.0";"KD.A.00";;"KD";"AA";0;"VERDADEIRO";"VERDADEIRO";"FALSO";"FALSO";0;66;66;"VERDADEIRO";"Key Dhamma Concepts";;;;"Dhamma: Conceitos-Chave";"FALSO";;;"03 - Key Dhamma Concepts";"KD";1;"Home » Key Dhamma Concepts";"Home » Key Dhamma Concepts";"Home » Key Dhamma Concepts";;"https://puredhamma.net/key-dhamma-concepts/"
67;;"KD.BB.001";"KD.BB.1";"67 - KD.BB.1";;;"KD";"BB";1;"VERDADEIRO";"FALSO";"FALSO";"FALSO";0;67;67;"VERDADEIRO";"Basic Framework of Buddha Dhamma";;;;"o";"VERDADEIRO";1;2;"03 - Key Dhamma Concepts";"KD";1;"Home » Key Dhamma Concepts »";"Home » Key Dhamma Concepts » Basic Framework of Buddha Dhamma";"Home » Key Dhamma Concepts » Basic Framework of Buddha Dhamma";;"https://puredhamma.net/key-dhamma-concepts/basic-framework-of-buddha-dhamma/"
68;;"KD.BB.002";"KD.BB.2";"68 - KD.BB.2";;;"KD";"BB";2;"FALSO";"FALSO";"FALSO";"VERDADEIRO";1;68;68;"VERDADEIRO";"Buddha Dhamma – Noble Truths, Paṭicca Samuppāda, Tilakkhana";;;;"o";"VERDADEIRO";;;"03 - Key Dhamma Concepts";"KD";1;"Home » Key Dhamma Concepts »";"Home » Key Dhamma Concepts » Basic Framework of Buddha Dhamma »";"Home » Key Dhamma Concepts » Basic Framework of Buddha Dhamma » Buddha Dhamma – Noble Truths, Paṭicca Samuppāda, Tilakkhana";;"https://puredhamma.net/key-dhamma-concepts/basic-framework-of-buddha-dhamma/buddha-dhamma-noble-truths-paticca-samuppada-tilakkhana/"
69;;"KD.BB.003";"KD.BB.3";"69 - KD.BB.3";;;"KD";"BB";3;"FALSO";"FALSO";"FALSO";"VERDADEIRO";1;69;69;"VERDADEIRO";"Noble Truths, Paṭicca Samuppāda, Tilakkhana – Key Relationships";;;;"o";"FALSO";;;"03 - Key Dhamma Concepts";"KD";1;"Home » Key Dhamma Concepts »";"Home » Key Dhamma Concepts » Basic Framework of Buddha Dhamma »";"Home » Key Dhamma Concepts » Basic Framework of Buddha Dhamma » Noble Truths, Paṭicca Samuppāda, Tilakkhana – Key Relationships";;"https://puredhamma.net/key-dhamma-concepts/basic-framework-of-buddha-dhamma/noble-truths-paticca-samuppada-tilakkhana-key-relationships/"
70;;"KD.BB.004";"KD.BB.4";"70 - KD.BB.4";;;"KD";"BB";4;"FALSO";"FALSO";"FALSO";"VERDADEIRO";1;70;70;"VERDADEIRO";"Anicca Nature, the First Noble Truth, and Paṭicca Samuppāda";;;;"o";"FALSO";;;"03 - Key Dhamma Concepts";"KD";1;"Home » Key Dhamma Concepts »";"Home » Key Dhamma Concepts » Basic Framework of Buddha Dhamma »";"Home » Key Dhamma Concepts » Basic Framework of Buddha Dhamma » Anicca Nature, the First Noble Truth, and Paṭicca Samuppāda";;"https://puredhamma.net/key-dhamma-concepts/basic-framework-of-buddha-dhamma/anicca-nature-the-first-noble-truth-and-paticca-samuppada/"
71;;"KD.BB.005";"KD.BB.5";"71 - KD.BB.5";;;"KD";"BB";5;"FALSO";"FALSO";"FALSO";"VERDADEIRO";1;71;71;"VERDADEIRO";"Anicca Nature – Not Possible to Overcome Suffering in This World";;;;"o";"VERDADEIRO";1;2;"03 - Key Dhamma Concepts";"KD";1;"Home » Key Dhamma Concepts »";"Home » Key Dhamma Concepts » Basic Framework of Buddha Dhamma » Tilakkhana – Introduction »";"Home » Key Dhamma Concepts » Basic Framework of Buddha Dhamma » Tilakkhana – Introduction » Anicca Nature – Not Possible to Overcome Suffering in This World";;"https://puredhamma.net/key-dhamma-concepts/basic-framework-of-buddha-dhamma/tilakkhana-introduction/anicca-not-possible-to-overcome-suffering/"
72;;"KD.CC.001";"KD.CC.1";"72 - KD.CC.1";;;"KD";"CC";1;"VERDADEIRO";"FALSO";"FALSO";"FALSO";1;72;72;"VERDADEIRO";"Subsection: Tilakkhana – Introduction";;;;"o";"FALSO";;;"03 - Key Dhamma Concepts";"KD";1;"Home » Key Dhamma Concepts »";"Home » Key Dhamma Concepts » Basic Framework of Buddha Dhamma » Tilakkhana – Introduction";"Home » Key Dhamma Concepts » Basic Framework of Buddha Dhamma » Tilakkhana – Introduction";;"https://puredhamma.net/key-dhamma-concepts/basic-framework-of-buddha-dhamma/tilakkhana-introduction/"
73;;"KD.CC.002";"KD.CC.2";"73 - KD.CC.2";;;"KD";"CC";2;"FALSO";"FALSO";"FALSO";"VERDADEIRO";2;73;73;"VERDADEIRO";"Anicca and Anatta – Two Characteristics of the World";;;;"o";"FALSO";;;"03 - Key Dhamma Concepts";"KD";1;"Home » Key Dhamma Concepts »";"Home » Key Dhamma Concepts » Basic Framework of Buddha Dhamma » Tilakkhana – Introduction »";"Home » Key Dhamma Concepts » Basic Framework of Buddha Dhamma » Tilakkhana – Introduction » Anicca and Anatta – Two Characteristics of the World";;"https://puredhamma.net/key-dhamma-concepts/basic-framework-of-buddha-dhamma/tilakkhana-introduction/anicca-and-anatta-two-characteristics-of-the-world/"
74;;"KD.CC.003";"KD.CC.3";"74 - KD.CC.3";;;"KD";"CC";3;"FALSO";"FALSO";"FALSO";"VERDADEIRO";2;74;74;"VERDADEIRO";"Anuloma Khanti and Sammattaniyāma – Pre-requisites for a Sotapanna";;;;"o";"FALSO";;;"03 - Key Dhamma Concepts";"KD";1;"Home » Key Dhamma Concepts »";"Home » Key Dhamma Concepts » Basic Framework of Buddha Dhamma » Tilakkhana – Introduction »";"Home » Key Dhamma Concepts » Basic Framework of Buddha Dhamma » Tilakkhana – Introduction » Anuloma Khanti and Sammattaniyāma – Pre-requisites for a Sotapanna";;"https://puredhamma.net/key-dhamma-concepts/basic-framework-of-buddha-dhamma/tilakkhana-introduction/anuloma-khanti-sammattaniyama-pre-requisites-for-a-sotapanna/"
75;;"KD.BB.005";"KD.BB.5";"75 - KD.BB.5";;;"KD";"BB";5;"FALSO";"FALSO";"FALSO";"VERDADEIRO";2;75;75;"VERDADEIRO";"Anicca Nature – Not Possible to Overcome Suffering in This World";;;;"o";"VERDADEIRO";2;2;"03 - Key Dhamma Concepts";"KD";1;"Home » Key Dhamma Concepts »";"Home » Key Dhamma Concepts » Basic Framework of Buddha Dhamma » Tilakkhana – Introduction »";"Home » Key Dhamma Concepts » Basic Framework of Buddha Dhamma » Tilakkhana – Introduction » Anicca Nature – Not Possible to Overcome Suffering in This World";;"https://puredhamma.net/key-dhamma-concepts/basic-framework-of-buddha-dhamma/tilakkhana-introduction/anicca-not-possible-to-overcome-suffering/"
76;;"KD.CC.004";"KD.CC.4";"76 - KD.CC.4";;;"KD";"CC";4;"FALSO";"FALSO";"FALSO";"VERDADEIRO";2;76;76;"VERDADEIRO";"Dukkha in Tilakkhana Is a Characteristic – Not Dukkha Vedanā";;;;"o";"FALSO";;;"03 - Key Dhamma Concepts";"KD";1;"Home » Key Dhamma Concepts »";"Home » Key Dhamma Concepts » Basic Framework of Buddha Dhamma » Tilakkhana – Introduction »";"Home » Key Dhamma Concepts » Basic Framework of Buddha Dhamma » Tilakkhana – Introduction » Dukkha in Tilakkhana Is a Characteristic – Not Dukkha Vedanā";;"https://puredhamma.net/key-dhamma-concepts/basic-framework-of-buddha-dhamma/tilakkhana-introduction/dukkha-in-tilakkhana-is-a-characteristic-not-dukkha-vedana/"
